student_id,gender,age,study_hours_per_day,attendance_percentage,previous_score,assignment_score,midterm_score,extracurricular_activity,internet_access,sleep_hours,parental_education,family_income_category,class_participation,final_score,academic_risk
STU2566,Female,20,2.6,71.3,74.8,69.1,75.0,No,No,6.8,Associate,Low,65.3,68.3,Low Risk
STU2842,Female,18,0.9,63.9,54.3,47.8,49.3,No,Yes,6.0,Bachelor,Medium,52.3,50.2,Moderate Risk
STU2854,Male,19,2.0,47.0,61.7,40.9,34.8,Yes,Yes,7.8,Associate,High,14.8,39.5,High Risk
STU1559,Male,18,4.9,57.4,57.2,45.3,54.8,No,No,7.1,High School,High,63.9,51.1,Moderate Risk
STU1140,Male,22,3.1,56.9,68.0,62.1,64.1,Yes,Yes,8.4,Master,Low,71.0,60.3,Moderate Risk
STU2780,Male,20,4.4,64.6,68.0,55.7,56.1,Yes,Yes,8.4,High School,Medium,66.0,74.2,Moderate Risk
STU1532,Other,22,3.7,66.6,77.0,50.9,46.9,Yes,Yes,7.8,Bachelor,Medium,58.5,55.2,Moderate Risk
STU1225,Female,21,2.4,77.7,68.8,42.2,51.9,No,No,6.1,Master,High,77.3,62.7,Moderate Risk
STU1724,Male,18,2.5,60.6,52.6,47.6,44.4,Yes,Yes,8.4,High School,Low,72.8,59.6,Moderate Risk
STU2761,Female,17,3.1,56.8,54.3,42.7,46.3,No,Yes,6.1,Bachelor,Medium,69.7,59.8,Moderate Risk
STU1326,Male,17,3.9,63.8,49.7,50.1,43.2,Yes,Yes,7.7,High School,Medium,60.2,52.4,Moderate Risk
STU2294,Male,20,4.4,65.5,77.2,65.1,58.7,Yes,Yes,6.9,High School,Medium,74.9,70.2,Moderate Risk
STU1715,Female,22,7.1,67.0,64.0,60.6,66.2,No,Yes,5.3,High School,High,65.4,76.1,Moderate Risk
STU1847,Female,19,1.5,66.5,66.5,50.1,47.1,No,No,6.9,Associate,Medium,65.0,63.4,Moderate Risk
STU1194,Male,22,2.3,69.5,73.2,55.7,61.6,Yes,No,8.6,Bachelor,Low,23.6,56.1,Moderate Risk
STU1574,Male,19,,64.9,78.0,63.6,60.5,No,Yes,8.1,Doctorate,Medium,37.7,57.5,Moderate Risk
STU1947,Female,21,1.2,74.1,74.4,59.4,70.1,No,No,7.0,High School,Low,58.0,65.6,Low Risk
STU1504,Male,18,2.3,59.7,56.5,49.5,44.4,No,No,4.2,Master,Medium,52.2,42.8,Moderate Risk
STU2203,Female,18,1.8,61.7,55.5,23.3,42.4,Yes,Yes,7.2,Bachelor,High,55.5,52.2,Moderate Risk
STU2194,Male,21,4.0,67.7,97.2,67.5,60.2,No,Yes,7.5,Bachelor,Medium,43.5,63.2,Moderate Risk
STU2834,Male,22,1.9,71.4,49.1,45.0,49.5,No,Yes,8.0,High School,Medium,62.5,57.1,Moderate Risk
STU1004,Male,18,1.0,73.7,44.9,40.5,45.5,No,Yes,7.7,High School,Low,47.1,56.6,High Risk
STU2180,Male,21,2.8,65.8,73.7,57.5,56.3,No,Yes,7.8,Bachelor,Medium,67.7,60.5,Moderate Risk
STU1468,Male,21,5.9,79.1,78.3,52.1,59.9,Yes,Yes,6.3,Associate,Medium,88.4,76.3,Moderate Risk
STU1006,Female,22,3.8,66.9,65.1,52.9,56.1,No,Yes,6.4,Bachelor,Low,36.3,57.3,Moderate Risk
STU2819,Male,22,3.8,54.7,66.2,37.9,42.9,No,Yes,8.0,Master,Medium,73.8,60.6,Moderate Risk
STU1548,Male,18,2.8,71.8,72.2,62.9,51.4,Yes,No,7.2,Associate,Medium,55.1,62.3,Moderate Risk
STU1229,Male,20,5.1,77.4,75.5,58.5,55.5,No,Yes,7.0,Master,Low,55.8,66.3,Moderate Risk
STU1543,Female,19,8.0,84.3,80.0,82.3,79.0,Yes,Yes,8.5,High School,Low,75.5,87.8,Low Risk
STU1243,Male,21,6.4,98.1,93.5,71.7,72.0,Yes,Yes,6.6,High School,High,77.4,81.2,Low Risk
STU1899,Female,20,2.3,56.0,65.9,53.7,48.2,No,Yes,4.8,Bachelor,Medium,49.7,53.7,Moderate Risk
STU2164,Male,21,1.0,55.9,53.2,35.9,43.8,Yes,Yes,6.6,Master,Medium,31.4,49.5,High Risk
STU2222,Female,20,2.8,58.4,55.2,48.9,46.8,Yes,Yes,7.4,Bachelor,Medium,72.8,59.6,Moderate Risk
STU2115,Male,20,5.0,69.6,89.3,71.1,67.8,No,Yes,7.4,High School,Low,59.5,76.2,Low Risk
STU1843,Female,22,6.4,78.6,92.9,76.3,82.9,No,Yes,7.2,Doctorate,Medium,78.5,84.2,Low Risk
STU2455,Female,20,2.0,68.0,78.7,47.7,55.0,No,Yes,6.9,Bachelor,Medium,69.0,57.2,Moderate Risk
STU2603,Female,22,3.0,67.8,78.3,44.3,71.8,Yes,No,7.2,Master,High,56.2,66.9,Moderate Risk
STU1923,Male,21,3.6,79.7,79.2,57.7,66.1,Yes,Yes,6.6,Doctorate,High,33.6,66.2,Moderate Risk
STU1662,Other,22,3.4,55.6,63.7,57.6,56.8,Yes,Yes,8.0,Master,Low,50.3,61.1,Moderate Risk
STU2241,Male,20,1.8,66.3,71.6,39.9,44.5,Yes,Yes,7.6,Master,Low,54.2,49.1,Moderate Risk
STU1315,Male,19,5.0,86.2,83.7,56.8,53.9,No,Yes,8.9,Associate,Medium,74.4,66.0,Low Risk
STU1692,Female,21,2.6,67.6,57.5,43.5,45.9,Yes,Yes,4.9,Bachelor,Medium,58.6,54.1,Moderate Risk
STU2543,Male,18,5.0,63.8,65.3,72.4,58.1,Yes,Yes,7.2,Bachelor,Medium,57.6,69.4,Low Risk
STU1425,Female,20,4.1,69.1,62.1,50.6,59.4,No,Yes,6.6,Master,Medium,62.7,58.2,Moderate Risk
STU1595,Male,17,2.0,45.3,53.0,38.2,51.9,No,Yes,6.3,Associate,Low,36.6,46.7,High Risk
STU3016,Female,22,4.2,64.8,67.8,49.0,53.0,No,Yes,6.6,Associate,Low,40.8,55.2,Moderate Risk
STU1623,Female,21,3.4,74.7,62.5,44.9,62.5,Yes,Yes,6.1,Master,Low,71.4,68.8,Moderate Risk
STU2201,Male,18,4.5,68.7,67.1,57.2,68.9,Yes,Yes,6.7,Master,High,51.0,70.5,Low Risk
STU2482,Female,19,3.5,65.6,60.8,51.2,41.6,No,Yes,7.0,Master,Medium,47.3,52.6,Moderate Risk
STU1228,Female,19,2.6,60.6,64.8,40.5,43.1,Yes,No,6.7,Master,Medium,56.0,47.9,High Risk
STU2743,Male,22,5.0,73.1,58.7,52.8,44.2,Yes,Yes,6.3,Bachelor,Low,56.1,50.5,Moderate Risk
STU2829,Male,18,1.5,57.6,52.0,41.4,46.4,Yes,Yes,6.8,High School,High,33.2,42.9,High Risk
STU2965,Male,19,1.8,51.3,57.4,37.8,37.4,No,Yes,6.7,Associate,Low,43.9,52.1,High Risk
STU1067,Female,19,2.7,61.3,67.3,52.1,57.2,Yes,Yes,7.1,Master,Medium,64.5,59.2,Moderate Risk
STU1025,Female,17,1.9,54.7,62.0,49.0,52.1,No,Yes,6.0,High School,Low,54.1,52.7,Moderate Risk
STU1145,Female,17,6.6,73.9,73.6,76.5,72.5,Yes,Yes,7.2,Associate,High,74.4,83.1,Low Risk
STU1537,Male,20,1.4,45.0,61.6,48.3,50.6,No,Yes,5.5,Associate,Low,42.7,54.2,Moderate Risk
STU1812,Male,21,3.8,50.4,56.6,30.1,39.2,Yes,Yes,7.5,Bachelor,Medium,41.9,48.0,High Risk
STU2318,Male,19,7.1,89.5,71.8,76.7,84.9,No,Yes,9.0,Bachelor,Low,80.4,97.5,Low Risk
STU1086,Female,20,2.1,56.0,67.4,44.1,53.1,Yes,Yes,6.3,Associate,Medium,40.2,48.4,Moderate Risk
STU2365,Male,20,1.3,50.8,64.2,39.3,55.5,No,Yes,7.6,Master,Low,24.7,50.6,High Risk
STU2818,Male,17,7.6,83.8,86.6,85.5,77.9,No,Yes,6.7,High School,Low,81.6,85.1,Low Risk
STU2418,Female,17,2.7,66.3,71.5,54.9,57.0,No,Yes,8.9,Associate,Medium,63.8,62.6,Moderate Risk
STU2853,Male,20,8.0,71.8,98.0,80.1,73.1,Yes,Yes,7.0,Bachelor,Medium,80.0,90.2,Low Risk
STU2866,Male,17,6.1,75.7,82.0,66.0,76.6,No,Yes,5.3,Master,Medium,70.3,80.4,Low Risk
STU2407,Male,20,1.2,55.7,66.6,58.8,46.3,No,Yes,6.5,Doctorate,Medium,37.6,54.3,High Risk
STU2916,Male,17,1.6,63.1,73.2,53.6,52.8,No,Yes,7.6,High School,Medium,46.0,48.3,Moderate Risk
STU1363,Female,17,2.2,72.9,75.1,57.7,63.6,Yes,Yes,4.2,High School,Low,51.6,63.5,Moderate Risk
STU2652,Female,18,0.9,57.0,56.8,43.1,40.8,Yes,Yes,4.1,Associate,Medium,36.6,39.1,High Risk
STU2183,Male,19,7.1,65.2,78.8,71.9,67.6,Yes,Yes,5.3,Bachelor,Medium,76.6,77.1,Low Risk
STU2027,Male,19,2.1,52.1,69.5,38.4,55.6,Yes,Yes,5.7,Associate,High,67.7,51.1,Moderate Risk
STU2031,Female,20,6.0,79.9,67.9,59.3,53.8,No,Yes,7.2,Doctorate,Medium,66.6,61.3,Low Risk
STU2248,Female,17,1.9,70.6,57.8,47.6,50.1,No,Yes,7.3,Master,Medium,57.5,57.2,Moderate Risk
STU2388,Female,22,2.8,76.4,64.0,57.8,59.8,No,Yes,7.5,Bachelor,Medium,39.5,67.7,Moderate Risk
STU2101,Female,17,2.1,72.3,52.5,44.8,44.7,No,Yes,4.4,High School,Medium,65.1,51.3,Moderate Risk
STU1666,Female,19,4.5,85.4,77.8,71.7,72.7,No,Yes,5.1,Associate,High,55.4,80.7,Low Risk
STU1365,Male,18,5.1,49.0,54.3,63.3,48.5,Yes,Yes,5.4,Master,Low,63.8,63.7,Moderate Risk
STU1078,Female,22,4.1,80.3,55.5,51.9,50.0,No,No,8.1,Bachelor,Low,46.3,67.4,Moderate Risk
STU1028,Male,20,,71.5,63.9,41.8,42.6,No,Yes,7.5,Associate,Medium,32.9,57.7,High Risk
STU2473,Male,17,2.9,55.3,55.5,35.8,57.0,Yes,Yes,6.4,Associate,High,65.0,51.2,Moderate Risk
STU1526,Female,19,,69.9,42.6,45.1,48.7,Yes,Yes,6.9,Master,Medium,35.5,62.6,Moderate Risk
STU2883,Male,21,7.6,88.3,76.5,70.7,59.2,No,Yes,7.6,Bachelor,Medium,81.7,80.6,Low Risk
STU1056,Male,18,5.5,83.1,74.7,67.5,73.7,No,Yes,6.4,Master,Low,83.3,84.2,Low Risk
STU1639,Female,17,3.0,66.3,68.2,41.1,42.1,Yes,Yes,8.1,Bachelor,Low,47.6,55.6,High Risk
STU1303,Male,21,5.1,61.6,72.8,65.1,58.1,No,Yes,6.1,High School,High,44.3,64.3,Moderate Risk
STU1719,Female,18,3.4,66.1,57.1,55.8,65.7,No,Yes,5.8,Associate,Medium,63.5,63.5,Moderate Risk
STU1625,Male,20,8.0,86.3,81.9,76.6,78.4,Yes,Yes,7.0,Bachelor,Low,85.3,84.2,Low Risk
STU1008,Male,21,2.3,81.5,66.0,59.1,61.7,No,Yes,6.7,High School,Low,52.0,64.7,Moderate Risk
STU1804,Male,20,2.7,46.3,62.5,46.1,53.4,No,Yes,7.3,Associate,Medium,35.1,49.3,Moderate Risk
STU2050,Female,22,6.2,73.4,74.5,66.3,59.4,Yes,Yes,8.3,Bachelor,Medium,65.2,74.8,Low Risk
STU1337,Male,19,1.6,68.2,63.4,52.2,58.7,No,No,8.5,Associate,Medium,46.3,52.5,Moderate Risk
STU1048,Male,18,5.8,64.1,60.8,52.1,60.8,Yes,Yes,6.4,High School,Low,69.8,61.6,Moderate Risk
STU2519,Female,22,3.7,66.0,70.7,63.8,47.9,No,Yes,7.2,High School,Low,49.1,63.0,Moderate Risk
STU1107,Female,19,3.0,68.9,73.8,69.2,68.1,No,Yes,6.5,Master,High,38.5,72.0,Moderate Risk
STU1350,Male,17,2.5,59.0,63.5,46.0,57.4,Yes,Yes,6.8,Associate,Medium,48.0,63.2,Moderate Risk
STU2080,Male,21,2.0,74.8,55.0,35.2,44.0,No,Yes,7.5,Bachelor,Low,53.0,48.5,Moderate Risk
STU1239,Male,22,1.5,51.5,58.2,30.9,41.6,Yes,Yes,8.3,Bachelor,Low,50.4,45.5,High Risk
STU1214,Female,17,1.7,63.3,48.1,46.6,42.3,No,Yes,4.9,High School,Low,49.0,53.6,High Risk
STU2284,Female,17,2.9,53.4,63.4,48.1,54.2,No,Yes,7.4,Bachelor,High,40.5,52.1,Moderate Risk
STU2212,Female,18,3.5,71.6,76.3,62.8,53.8,No,Yes,6.7,Master,Medium,51.6,59.0,Low Risk
STU1794,Male,20,2.2,83.1,81.7,50.3,60.8,No,No,5.9,High School,Medium,56.3,68.6,Moderate Risk
STU2097,Female,20,3.1,59.1,52.0,37.3,49.7,No,Yes,6.1,,Low,38.5,51.0,Moderate Risk
STU2362,Female,19,8.0,83.6,84.0,80.1,71.5,Yes,Yes,8.8,Bachelor,Medium,74.7,83.4,Low Risk
STU2915,Female,21,6.4,84.2,81.6,70.6,69.7,No,No,8.3,High School,Medium,77.0,84.1,Low Risk
STU2622,Female,19,1.1,53.9,51.4,34.8,52.5,Yes,No,4.9,Bachelor,High,41.6,50.3,Moderate Risk
STU2862,Male,21,3.6,67.8,55.1,50.1,57.8,Yes,Yes,7.4,Associate,Low,55.2,58.2,Moderate Risk
STU1524,Male,20,4.5,80.7,83.9,66.1,67.1,No,No,4.9,Master,Medium,96.1,78.6,Low Risk
STU1233,Male,20,3.6,58.0,53.2,39.5,35.8,No,Yes,7.5,High School,High,34.2,60.3,Moderate Risk
STU1645,Female,17,1.7,51.1,52.3,40.7,40.8,No,Yes,7.6,Master,Medium,38.1,47.2,Moderate Risk
STU2547,Male,22,4.9,92.4,67.6,74.4,56.9,No,Yes,,Associate,Low,64.2,64.5,Low Risk
STU1534,Male,17,3.6,61.9,64.9,48.8,46.6,No,Yes,5.2,Bachelor,Low,65.5,54.5,Moderate Risk
STU2548,Male,21,2.6,57.7,68.4,56.1,45.2,No,Yes,6.6,Bachelor,Medium,60.4,58.4,Moderate Risk
STU1604,Female,20,3.8,52.3,59.3,49.3,49.5,Yes,Yes,4.7,Associate,Medium,55.1,53.4,Moderate Risk
STU2240,Female,18,3.6,45.4,53.2,46.4,55.9,Yes,Yes,7.2,Bachelor,Medium,42.6,52.9,Moderate Risk
STU2075,Other,17,4.3,86.7,79.6,70.9,58.1,Yes,No,5.7,High School,High,68.1,70.0,Low Risk
STU2337,Female,19,4.9,65.9,64.3,58.8,58.5,No,Yes,6.8,Bachelor,Medium,79.8,69.1,Moderate Risk
STU1061,Female,22,2.1,59.6,65.3,41.3,41.3,No,Yes,6.6,Bachelor,Low,43.8,51.2,High Risk
STU2944,Male,20,2.9,75.2,66.2,49.4,54.0,No,Yes,6.9,High School,High,64.3,67.6,Moderate Risk
STU1093,Male,20,2.9,76.5,70.8,58.9,65.9,No,Yes,7.2,High School,Low,68.4,60.9,Moderate Risk
STU1667,Female,20,4.6,65.3,61.8,54.2,50.0,No,No,7.2,High School,High,41.1,50.3,Moderate Risk
STU1281,Male,22,3.0,59.5,57.3,46.5,41.1,No,No,9.3,Bachelor,High,54.8,52.3,High Risk
STU2691,Female,19,2.7,62.8,52.5,45.1,43.7,No,Yes,7.6,Master,Medium,52.7,49.8,Moderate Risk
STU1360,Male,22,5.8,75.7,70.6,59.5,55.9,No,Yes,6.1,Doctorate,Medium,74.8,81.4,Moderate Risk
STU2663,Male,19,3.0,69.7,69.7,64.3,59.9,Yes,Yes,6.9,Bachelor,Low,49.4,70.4,Moderate Risk
STU2583,Male,20,4.5,74.4,78.0,61.1,60.8,Yes,Yes,7.2,Bachelor,Low,87.7,69.1,Moderate Risk
STU1848,Other,21,4.2,58.6,66.9,54.8,49.4,Yes,Yes,9.3,Bachelor,High,43.5,54.7,Moderate Risk
STU2963,Male,22,5.6,67.0,75.3,67.4,62.1,Yes,Yes,5.8,,Medium,61.6,78.8,Low Risk
STU1111,Female,20,2.8,63.4,72.7,43.7,66.7,No,Yes,7.3,High School,Low,48.0,59.7,Moderate Risk
STU1043,Female,17,3.4,73.2,52.9,54.5,56.2,No,Yes,7.4,Bachelor,Medium,61.1,65.9,Moderate Risk
STU1126,Female,21,2.1,73.7,70.4,42.2,46.5,Yes,Yes,9.0,High School,Medium,31.8,59.3,Moderate Risk
STU1205,Male,21,5.2,72.0,79.0,47.4,55.0,No,Yes,6.9,Bachelor,Low,59.7,66.8,Moderate Risk
STU1053,Male,18,5.0,72.8,80.4,74.5,72.0,Yes,Yes,7.3,Master,High,71.8,82.7,Low Risk
STU1546,Female,21,2.5,46.6,54.5,42.8,44.8,Yes,Yes,7.0,High School,Medium,34.8,41.7,Moderate Risk
STU1069,Female,17,3.4,71.0,73.4,55.7,56.0,No,Yes,6.5,Bachelor,Low,61.2,67.7,Moderate Risk
STU2282,Male,19,4.0,77.6,71.6,64.2,58.6,Yes,Yes,5.7,High School,Medium,68.9,74.4,Low Risk
STU2587,Male,20,1.8,56.0,62.7,48.4,53.6,No,Yes,5.6,Bachelor,Low,46.1,57.8,High Risk
STU1184,Male,20,4.2,58.8,76.4,58.8,60.1,Yes,Yes,7.4,Associate,Medium,64.4,74.4,Moderate Risk
STU1138,Male,21,2.3,62.0,61.7,44.9,48.2,No,Yes,6.3,Bachelor,Low,34.7,59.2,Moderate Risk
STU1900,Female,19,3.1,71.1,70.0,65.4,50.2,Yes,Yes,7.9,Master,Low,73.4,66.6,Moderate Risk
STU1797,Male,20,3.3,66.4,81.3,53.6,51.3,Yes,No,7.1,Associate,Medium,47.7,67.0,Moderate Risk
STU1133,Female,20,4.8,65.9,61.1,61.7,52.0,No,Yes,7.0,Bachelor,Medium,49.5,65.2,Moderate Risk
STU1081,Male,22,2.1,80.8,70.9,63.0,58.7,No,Yes,7.1,Bachelor,Low,54.2,62.6,Moderate Risk
STU2522,Male,22,8.0,84.7,67.9,66.6,57.1,No,No,7.6,Master,Low,76.1,82.6,Low Risk
STU2830,Female,21,3.2,65.1,64.9,46.8,50.0,Yes,Yes,9.2,Bachelor,Medium,67.9,57.5,Moderate Risk
STU1542,Male,20,5.8,65.3,92.4,63.4,60.8,No,Yes,6.3,Bachelor,Medium,52.7,69.1,Low Risk
STU2718,Male,20,4.7,74.3,50.4,40.6,40.5,Yes,Yes,7.2,High School,Medium,70.2,50.3,High Risk
STU1984,Female,20,3.8,70.0,59.7,39.4,47.9,,Yes,8.2,Master,Medium,41.2,53.2,Moderate Risk
STU1166,Male,20,5.1,77.1,73.1,76.2,68.5,Yes,Yes,7.0,High School,Medium,60.7,68.2,Low Risk
STU1249,Male,20,3.8,69.7,61.7,50.7,37.4,No,Yes,7.1,Master,Medium,56.3,59.1,Moderate Risk
STU1447,Other,19,2.6,68.8,68.6,45.2,56.7,Yes,No,6.4,,High,56.9,66.1,Moderate Risk
STU2179,Male,19,3.6,71.7,81.7,54.7,57.7,Yes,Yes,7.2,Bachelor,Low,65.2,56.5,Moderate Risk
STU1859,Male,20,5.1,82.2,67.8,69.1,69.8,No,Yes,7.8,Bachelor,Medium,91.5,80.5,Low Risk
STU2874,Male,18,2.4,63.3,68.1,43.7,55.0,Yes,Yes,8.6,Doctorate,Low,48.5,56.0,Moderate Risk
STU1098,Female,22,3.2,80.9,63.1,45.4,37.4,No,Yes,5.9,Bachelor,High,53.0,51.8,Moderate Risk
STU1180,Female,22,2.6,72.2,62.5,50.7,57.7,Yes,Yes,8.8,Associate,Low,45.6,57.7,Moderate Risk
STU1738,Male,22,4.1,70.2,71.8,58.7,59.6,Yes,Yes,6.0,Bachelor,High,62.4,75.7,Moderate Risk
STU2287,Female,17,8.0,97.5,81.0,82.9,74.6,Yes,Yes,6.0,High School,Low,74.5,86.2,Low Risk
STU1103,Female,19,3.1,68.0,77.9,46.1,65.3,No,Yes,5.6,Master,Low,63.3,73.6,Moderate Risk
STU1435,Female,22,3.2,62.5,61.6,46.4,47.3,No,Yes,4.2,High School,Low,55.9,62.8,High Risk
STU1075,Male,20,8.0,87.7,83.5,70.8,68.2,Yes,Yes,5.4,Associate,Medium,99.2,88.3,Low Risk
STU2839,Male,17,2.6,50.3,67.8,41.9,37.0,No,Yes,7.4,Associate,Medium,58.9,53.7,High Risk
STU2232,Female,21,2.6,66.7,55.5,47.5,43.9,No,No,6.4,Doctorate,Medium,59.9,47.1,High Risk
STU1919,Male,21,2.7,55.1,64.5,51.6,50.9,Yes,Yes,6.6,High School,Medium,29.0,57.6,Moderate Risk
STU2755,Male,17,4.2,57.9,77.7,47.9,62.9,Yes,Yes,7.3,Associate,High,55.4,67.0,Moderate Risk
STU2714,Female,22,2.5,65.9,76.6,46.7,69.2,No,No,6.3,Master,High,41.7,59.3,Moderate Risk
STU2661,Male,19,1.3,65.0,67.7,52.4,37.6,No,Yes,6.1,Bachelor,Medium,39.5,55.3,Moderate Risk
STU1763,Female,21,8.0,75.6,71.9,68.7,55.4,Yes,Yes,5.4,Associate,Medium,78.8,77.2,Low Risk
STU1990,Male,22,3.2,71.1,72.6,55.2,48.8,Yes,Yes,8.2,Bachelor,High,34.3,56.0,Moderate Risk
STU1389,Male,17,3.5,67.3,61.6,36.8,58.1,No,Yes,5.2,Associate,Low,63.6,70.7,Moderate Risk
STU1236,Male,20,4.8,66.3,67.7,58.7,55.8,No,Yes,6.2,High School,Medium,73.4,71.1,Moderate Risk
STU2546,Female,18,3.8,60.0,79.0,62.6,73.9,No,No,5.7,High School,Medium,62.6,79.6,Low Risk
STU1268,Male,21,4.6,61.2,64.1,50.1,54.2,No,Yes,5.4,Master,Medium,69.6,59.4,Moderate Risk
STU2336,Male,20,1.7,54.1,50.8,40.5,49.3,Yes,Yes,6.3,Master,Medium,55.4,40.7,High Risk
STU1118,Female,18,2.4,64.9,52.9,32.9,36.1,No,Yes,7.2,Doctorate,High,39.9,48.2,High Risk
STU2647,Female,17,4.5,66.8,67.6,64.1,45.6,Yes,Yes,8.0,Associate,Medium,28.0,63.2,Moderate Risk
STU1674,Male,18,1.8,71.5,47.8,59.8,41.7,Yes,Yes,7.4,Bachelor,Medium,55.6,51.5,Moderate Risk
STU1250,Male,17,3.8,76.6,81.4,64.8,68.0,No,Yes,7.1,Master,Medium,66.7,69.5,Low Risk
STU2490,Female,22,5.3,55.4,86.2,60.8,53.3,,Yes,7.8,Master,Medium,59.9,70.1,Moderate Risk
STU1262,Other,19,1.8,54.1,66.5,46.5,60.4,Yes,Yes,8.8,Bachelor,Low,57.2,55.7,Moderate Risk
STU1095,Male,18,4.7,85.0,78.7,55.8,48.4,Yes,No,5.7,High School,Medium,87.3,59.1,Low Risk
STU1034,Male,21,3.2,82.1,59.8,55.9,63.4,No,Yes,9.2,High School,Low,91.2,70.9,Moderate Risk
STU2502,Female,17,4.2,79.2,74.7,60.7,65.9,Yes,Yes,5.7,High School,Low,50.0,65.0,Moderate Risk
STU2711,Female,17,2.9,58.0,60.9,44.9,39.8,No,Yes,7.5,High School,Low,50.6,53.1,High Risk
STU1449,Female,19,4.4,76.4,65.3,49.1,49.9,No,Yes,5.7,High School,Medium,73.5,73.9,Moderate Risk
STU1717,Male,19,2.2,67.9,56.4,53.1,54.9,No,Yes,6.6,Master,High,62.9,62.5,Moderate Risk
STU2499,Female,18,5.6,69.3,80.2,64.0,59.0,No,Yes,6.1,Master,Medium,100.0,67.9,Low Risk
STU2557,Male,17,3.1,82.2,62.5,45.5,46.4,Yes,No,6.1,Doctorate,Medium,66.3,56.7,Moderate Risk
STU1001,Female,20,3.6,75.9,57.1,62.0,65.5,Yes,Yes,5.7,Bachelor,Low,61.5,65.0,Moderate Risk
STU2588,Female,20,6.2,80.3,59.1,50.9,59.2,Yes,No,7.8,Bachelor,Medium,95.6,72.9,Moderate Risk
STU2102,Male,18,5.8,66.9,77.4,79.6,65.2,No,Yes,7.5,High School,Medium,79.8,74.0,Low Risk
STU2109,Male,20,1.7,56.4,57.0,50.9,48.7,No,Yes,8.3,Master,Medium,53.9,46.7,Moderate Risk
STU2812,Male,21,3.3,76.7,58.9,60.8,44.7,,No,8.6,Master,Low,72.0,61.4,Moderate Risk
STU1083,Female,21,4.9,72.8,68.7,63.8,57.2,No,Yes,5.7,Master,Low,54.1,66.3,Moderate Risk
STU2320,Female,20,3.0,50.3,57.4,47.9,44.9,No,Yes,6.7,Bachelor,Low,42.6,48.5,High Risk
STU1677,Female,19,3.9,75.4,69.6,73.0,77.0,No,Yes,7.8,High School,Low,55.4,81.2,Low Risk
STU2488,Male,20,1.8,69.5,52.0,38.7,44.2,Yes,Yes,7.9,High School,Medium,38.6,44.4,High Risk
STU2047,Female,17,3.4,63.5,72.3,51.2,46.5,No,Yes,7.6,Bachelor,Medium,53.7,48.6,Moderate Risk
STU1771,Female,21,2.9,53.6,64.1,45.8,54.4,Yes,Yes,9.5,Bachelor,High,48.8,50.8,Moderate Risk
STU2246,Male,19,7.8,97.4,87.5,81.0,89.9,Yes,Yes,6.4,Bachelor,Medium,93.6,95.1,Low Risk
STU2593,Female,22,8.0,85.8,78.6,71.5,71.7,No,Yes,6.9,Bachelor,Medium,93.4,83.6,Low Risk
STU2620,Male,19,2.2,58.5,58.7,44.5,48.1,Yes,Yes,6.6,Master,Medium,47.1,47.3,Moderate Risk
STU2665,Other,19,3.2,59.9,67.1,36.3,48.0,Yes,Yes,7.7,Doctorate,Low,34.2,49.8,High Risk
STU1405,Female,17,6.0,83.9,75.8,72.9,70.0,No,Yes,6.4,Bachelor,Low,74.8,85.2,Low Risk
STU2772,Male,19,5.2,64.3,66.7,62.5,68.3,No,No,8.3,Bachelor,Medium,72.5,67.2,Low Risk
STU2331,Male,21,2.4,70.5,60.9,42.8,40.2,Yes,Yes,5.9,Master,High,65.9,50.4,Moderate Risk
STU2616,Male,18,4.7,63.0,72.7,64.6,49.4,Yes,Yes,7.2,High School,High,52.5,63.4,Moderate Risk
STU1105,Male,21,5.8,90.7,85.6,81.7,70.7,No,Yes,8.0,Master,Medium,80.1,80.1,Low Risk
STU1689,Male,20,4.1,80.7,77.1,65.3,63.7,Yes,Yes,6.6,High School,Medium,66.2,74.8,Low Risk
STU3019,Female,20,5.1,68.4,75.4,65.2,61.1,Yes,Yes,6.1,High School,Medium,60.3,74.4,Moderate Risk
STU1827,Female,18,5.7,82.7,81.6,75.4,79.2,No,Yes,7.3,Doctorate,Medium,71.1,80.3,Low Risk
STU1063,Male,22,2.8,53.0,60.8,39.2,39.7,Yes,Yes,7.5,Bachelor,Medium,42.4,50.6,Moderate Risk
STU1853,Female,17,5.6,70.3,67.8,54.1,55.7,No,Yes,6.0,Master,High,77.1,64.9,Moderate Risk
STU2386,Female,22,2.6,83.8,69.1,59.6,62.3,No,Yes,5.9,Master,Medium,52.4,71.4,Moderate Risk
STU1224,Female,20,2.1,66.5,77.7,44.6,56.0,No,Yes,7.3,Master,Low,30.0,56.7,Moderate Risk
STU1146,Female,20,2.3,53.2,53.6,31.1,37.9,Yes,Yes,6.6,Associate,Low,51.8,39.6,High Risk
STU2089,Other,18,4.1,67.0,75.4,64.8,58.9,Yes,Yes,5.8,High School,Medium,63.1,69.2,Moderate Risk
STU1374,Male,21,2.8,72.8,61.1,41.8,49.2,Yes,Yes,5.2,Bachelor,Low,68.5,49.5,Moderate Risk
STU2457,Male,22,4.9,51.1,65.9,51.4,52.7,Yes,Yes,8.0,Associate,Medium,56.8,59.8,Moderate Risk
STU2143,Male,22,2.0,67.1,64.5,46.2,40.7,Yes,Yes,4.4,Bachelor,Medium,59.4,46.8,Moderate Risk
